1.5906331962720401 -8e-10
1.5907747717725178 -8e-10
1.5909517411481149 -9e-10
1.5909517411481149 -9e-10
1.5912702860241899 -9e-10
1.5914295584622271 -9e-10
1.5922259206524145 -1e-09
1.5923674961528922 -1e-09
1.5925444655284893 -1.1e-09
1.5925444655284893 -1.1e-09
1.5928630104045642 -1.1e-09
1.5930222828426015 -1.1e-09
1.593818645032789 -1.2e-09
1.5939602205332666 -1.3e-09
1.5941371899088637 -1.3e-09
1.5941371899088637 -1.3e-09
1.5944557347849386 -1.3e-09
1.5946150072229759 -1.4e-09
1.5954113694131633 -1.5e-09
1.595552944913641 -1.5e-09
1.595729914289238 -1.6e-09
1.595729914289238 -1.6e-09
1.596048459165313 -1.6e-09
1.5962077316033503 -1.7e-09
1.5970040937935377 -1.9e-09
1.5971456692940154 -1.9e-09
1.5973226386696124 -1.9e-09
1.5973226386696124 -1.9e-09
1.5976411835456874 -2e-09
1.5978004559837247 -2e-09
1.598596818173912 -2.3e-09
1.5987383936743897 -2.3e-09
1.5989153630499868 -2.3e-09
1.5989153630499868 -2.3e-09
1.5992339079260618 -2.4e-09
1.599393180364099 -2.5e-09
1.6001895425542865 -2.8e-09
1.6003311180547641 -2.8e-09
1.6005080874303612 -2.9e-09
1.6005080874303612 -2.9e-09
1.6008266323064362 -3e-09
1.6009859047444734 -3e-09
1.6017822669346609 -3.3e-09
1.6019238424351385 -3.4e-09
1.6021008118107356 -3.5e-09
1.6021008118107356 -3.5e-09
1.6024193566868106 -3.6e-09
1.6025786291248478 -3.7e-09
1.6033749913150352 -4.1e-09
1.603516566815513 -4.1e-09
1.60369353619111 -4.2e-09
1.60369353619111 -4.2e-09
1.604012081067185 -4.4e-09
1.6041713535052222 -4.5e-09
1.6049677156954096 -4.9e-09
1.6051092911958873 -5e-09
1.6052862605714844 -5.1e-09
1.6052862605714844 -5.1e-09
1.6056048054475593 -5.3e-09
1.6057640778855966 -5.4e-09
1.606560440075784 -6e-09
1.6067020155762617 -6.1e-09
1.6068789849518588 -6.2e-09
1.6068789849518588 -6.2e-09
1.6071975298279337 -6.4e-09
1.607356802265971 -6.5e-09
1.6081531644561584 -7.2e-09
1.608294739956636 -7.3e-09
1.6084717093322332 -7.5e-09
1.6084717093322332 -7.5e-09
1.6087902542083081 -7.7e-09
1.6089495266463454 -7.9e-09
1.6097458888365328 -8.7e-09
1.6098874643370105 -8.8e-09
1.6100644337126075 -9e-09
1.6100644337126075 -9e-09
1.6103829785886825 -9.3e-09
1.6105422510267198 -9.5e-09
1.6113386132169072 -1.04e-08
1.6114801887173849 -1.06e-08
1.611657158092982 -1.08e-08
1.611657158092982 -1.08e-08
1.611975702969057 -1.12e-08
1.6121349754070942 -1.14e-08
1.6129313375972816 -1.25e-08
1.6130729130977592 -1.27e-08
